ZYMC,SZD,SFSYL,SF985,SF211,JHRS_3,JHRS_2,JHRS_1,SJRS_3,SJRS_2,SJRS_1,XX_Med_3,XX_Med_2,XX_Med_1,ZY_Max_3,ZY_Max_2,ZY_Max_1,ZY_Min_3,ZY_Min_2,ZY_Min_1,CS,NX,YJ
计算机类,湖北,1,0,1,3,2.5,2,3,2.5,2,6156,5143.5,4131,6456,5065.5,3675,7076,5603.5,4131,0.833333333333333,0.5,0.583333333333333
新闻传播学类,湖北,1,0,1,2,2,2,2,2,2,6156,6499,6327.5,6922,6308,6615,7255,8013,7634,0.5,0,1
物理学类,湖北,1,1,1,2,2,2,2,2,3,956,976,1153,1004,1029,1153,1061,1089,1153,0.722222222222222,1,1
数学类,湖北,1,1,1,2,4,4,3,4,4,956,976,1153,843,910,1456,1004,1288,1542,0.527777777777778,0.666666666666667,0.916666666666667
工商管理,湖南,0,0,0,2,2,2,2,2,2,22380,17077,19728.5,19945,14438,17191.5,22734,15708,19221,0.25,0.5,0.5
会计学,湖南,0,0,0,2,2,2,3,2,2,22380,17077,15719,15557,14438,12803,22734,16396,14511,0.444444444444444,0,0.888888888888889
电子商务,湖南,0,0,0,2,2,2,2,2,2,22380,17077,19728.5,22734,17077,19905.5,24262,22007,23134.5,0.75,0,1
知识产权,湖南,0,0,0,2,2,2,2,2,2,22380,17077,19728.5,22380,17424,19902,26132,20423,23277.5,0.5,0.5,0.75
数学类,湖南,0,0,0,2,3,2.5,2,3,2.5,22380,17077,19728.5,13394,13210,13302,15305,13809,14557,0.583333333333333,0.666666666666667,0.833333333333333
心理学,湖北,1,1,1,4,3,2,4,3,2,1061,934.5,808,1061,999,937,1221,1115,1009,0.5,0.875,1
土木类,湖北,0,0,0,2,5,10,2,5,10,24262,23187,23473,21263,22007,16332,22734,25285,23874,0.533333333333333,0.866666666666667,0.966666666666667
化工与制药类,湖北,0,0,0,5,10,7.5,5,11,8,24262,23187,23724.5,22734,18111,20422.5,25364,24455,24909.5,0.436363636363637,0.672727272727273,0.9
机械类,湖北,0,0,0,4,8,6,4,10,7,24262,23187,23724.5,23849,22007,22928,25364,24020,24692,0.475,1,0.825
矿业类,湖北,0,0,0,2,2,2,2,2,2,24262,23187,23724.5,24638,24455,24546.5,25364,24845,25104.5,0.5,0.75,1
安全工程,湖北,0,0,0,4,3,3.5,3,3,3,24262,23187,23724.5,23478,23187,23332.5,26132,24455,25293.5,0.666666666666667,0.833333333333333,1
化学,湖南,0,0,0,2,2,2,2,2,2,22380,17077,15719,17640,16396,16935,20932,17077,17545,0.5,0.333333333333333,0.833333333333333
应用化学,湖南,0,0,0,2,2,2,2,2,2,22380,17077,15719,14506,16396,15423,19945,19665,16023,0.5,0.333333333333333,1
化学工程与工艺,湖南,0,0,0,2,2.5,3,2,2.5,3,22380,19049.5,15719,22734,18933.5,15133,24638,20638.5,16639,0.416666666666667,0.75,0.833333333333333
食品科学与工程,湖南,0,0,0,2,3,2.5,2,3,2.5,22380,17077,19728.5,16369,13809,15089,24262,18895,21578.5,0.333333333333333,0.5,0.583333333333333
地质工程,山东,0,0,0,2,2,2,2,2,2,24262,22206,23107,20292,20803,22367,41066,22007,22743,0.333333333333333,1,0.833333333333333
交通运输,山东,0,0,0,2,3,3,2,3,3,24262,22206,23107,36341,19275,19552,38627,21594,21256,0.555555555555556,1,1
计算机类,湖北,0,0,0,2,5,3.5,2,5,3.5,24262,23187,23724.5,19945,18497,19221,20932,22007,21469.5,0.55,0.4,1
应用化学,湖北,0,0,0,2,3,2.5,2,3,2.5,24262,23187,23724.5,24262,24845,24553.5,24638,24845,24741.5,0,0.583333333333333,0.75
环境工程,湖北,0,0,0,4,3,3.5,4,3,3.5,24262,23187,23724.5,17640,21201,19420.5,25364,24845,25104.5,0.416666666666667,0.583333333333333,0.708333333333333
工商管理类,湖北,1,1,1,2,4,3,2,4,3,956,976,966,1221,976,1098.5,1390,1223,1306.5,0.875,1,1
经济学类,湖北,1,1,1,2,4,4,2,4,4,956,976,1153,1004,1029,1082,1061,1288,1388,1,0.666666666666667,0.833333333333333
药学类,湖北,1,1,1,2,2,2,2,2,2,956,976,1153,1390,219,453,1446,382,808,1,0.5,1
测控技术与仪器,山东,1,0,1,2,2,2,2,2,2,12646,13007,13368,13676,12828.5,11981,13676,13650,13624,0.5,0.5,1
化学,山东,1,0,1,2,2,2,2,2,2,12646,13007,13368,12908,12327.5,11747,13676,13098.5,12521,1,0.75,1
材料类,湖北,1,0,1,6,3,1,6,3,1,10861.5,10876,11206,9480,9790,10689,12194,10876,10689,0.722222222222222,0.722222222222222,0.944444444444444
地理科学类,湖北,1,0,1,1,2,1.5,1,2,1.5,10861.5,10876,10868.75,10313,9790,10051.5,10313,10876,10594.5,0.75,0.5,0.75
数学类,山东,1,0,1,2,2,2,2,2,2,12646,13007,13368,11911,12767.5,13624,12429,13026.5,13624,1,0.75,1
机器人工程,山东,1,1,1,2,2,2,4,2,2,3016,4089,5414,2126,4089,3675,3288,4616,4287,0.75,0.833333333333333,0.916666666666667
土木工程,山东,1,1,1,3,2,2,0,2,3,3016,4089,5414,4834,3752,5916,5184.5,4089,6280,0.583333333333333,0.666666666666667,1
材料科学与工程,山东,1,1,1,2,6,2,1,6,2,3016,4089,5414,2907,3902,2307,2907,4616,3404,1,1,0.666666666666667
水利水电工程,河南,0,0,0,14,8,5,14,8,5,36815,34067,33929,22380,25708,32157,31926,30698,34768,0.672619047619048,0.880952380952381,0.844047619047619
电子信息类,湖北,1,0,1,4,1,2.5,4,1,2.5,10861.5,10876,10868.75,9480,11693,10586.5,12646,11693,12169.5,0.625,0.875,1
应用化学,山东,0,0,0,3,2,2,3,2,2,29934.5,25708,23108,24999,25285,23874,35359,26607,25727,0.555555555555556,0.555555555555556,0.888888888888889
地质工程,河南,0,0,0,3,6,4.5,3,6,4.5,36815,34067,35441,34877,32603,33740,36815,34558,35686.5,0.75,0.833333333333333,0.916666666666667
工程力学,河南,0,0,0,4,8,6,4,8,6,36815,34067,35441,36815,34558,35686.5,38627,38506,38566.5,0.8125,0.75,0.6875
土地资源管理,湖北,1,0,1,2,1.5,1,2,1.5,1,10861.5,11033.75,11206,12429,11817.5,11206,12429,11817.5,11206,0.75,1,1
纺织类,湖北,0,0,0,3,3,3,3,3,3,36802,31728.5,34265.25,29730,21594,25662,38627,28400,33513.5,0.333333333333333,0.166666666666666,0.666666666666667
材料类,湖北,1,0,1,7,7,1,7,7,1,8480,7561,7693,4606,5153,7263,8679,6933,7263,0.428571428571429,0.380952380952381,0.952380952380952
交通运输类,湖北,1,0,1,5,5,5,5,5,5,8480,8086.5,7693,7428,7560.5,7693,9069,8580,8091,0.8,0.6,1
工业工程,湖北,1,0,1,2,3,2.5,2,3,2.5,8480,7561,8020.5,8875,8771,8823,9069,9034,9051.5,0.583333333333333,0.833333333333333,0.75
材料化学,山东,0,0,0,2,2,2,2,2,2,29934.5,25708,23108,26132,21594,22367,41066,25708,24590,0.5,0.833333333333333,1
土木工程,河南,0,0,0,5,12,8.5,5,12,8.5,36815,34067,35441,31926,27501,29713.5,37753,36051,36902,0.775,0.875,0.816666666666667
机械类,河南,0,0,0,4,8,6,4,8,6,36815,34067,35441,34462,32131,33296.5,37753,36536,37144.5,0.4375,0.9375,0.875
机械类,湖北,0,0,0,7,7,7,7,7,7,29337,27067,29433.5,26519,25285,23473,29337,27945,30090,0.714285714285714,0.904761904761905,0.809523809523809
经济学类,湖北,1,0,1,3,3,3,3,3,3,12646,12316,11981,10081,10046,7475,12194,11693,11490,0.666666666666667,0,0.888888888888889
测控技术与仪器,湖北,1,0,1,2,4,6,2,4,6,8480,8086.5,7693,8875,7487.5,6100,9480,8586.5,7693,0.833333333333333,0.583333333333333,0.916666666666667
机械类(车辆),湖北,1,0,1,3,3,3,3,3,3,8480,7561,8020.5,7753,8771,8262,8289,9034,8661.5,0.833333333333333,1,0.833333333333333
矿业类,湖北,1,0,1,3,3,3,3,3,3,8480,7561,8020.5,8875,7561,8218,9480,8267,8873.5,0.666666666666667,1,0.833333333333333
地理科学类,湖北,1,0,1,2,2,2,2,2,2,8480,8086.5,7693,8875,7675.5,6476,9263,8263,7263,0.25,0.25,1
经济学类,山东,0,0,0,2,1,1.5,2,1,1.5,23105,26156,24630.5,18254,16053,17153.5,20932,16053,18492.5,0.75,0.5,1
财政学类,山东,0,0,0,1,1,1,1,1,1,23105,26156,24630.5,15557,12316,13936.5,15557,12316,13936.5,1,0.5,1
金融学类,山东,0,0,0,2,1,1.5,2,1,1.5,23105,26156,24630.5,18566,18111,18338.5,20932,18111,19521.5,1,0,1
保险学,山东,0,0,0,3,1,2,3,1,2,23105,26156,24630.5,23105,20803,21954,24638,20803,22720.5,1,0.333333333333333,1
精算学,山东,0,0,0,3,1,2,3,1,2,23105,26156,24630.5,23478,18497,20987.5,23849,18497,21173,0.833333333333333,0,0.833333333333333
经济学类,河南,1,0,1,2,6,6,2,6,6,11449,10876,9948,11449,9034,8980,11449,12020,10199,0.5,0.833333333333333,1
法学类,河南,1,0,1,2,2,2,2,2,2,11449,10698.5,9948,12194,10472,8750,12194,10587,8980,0.75,0.5,0.75
教育学类,河南,1,0,1,2,4,3,2,4,3,11449,10876,11162.5,10081,10573,10327,12429,16396,14412.5,0.75,0.75,1
社会学类,湖北,1,0,1,2,2,2,2,2,2,12646,12316,12481,13676,10876,12276,13676,10876,12276,0.25,0.5,1
能源与动力工程,湖北,1,0,1,3,2,2,3,2,3,8480,7561,7693,8480,8267,7865,8875,8267,7865,0.555555555555556,0.833333333333333,1
油气储运工程,湖北,1,0,1,1,1,1,1,1,1,8480,7561,7693,9069,8267,7865,9069,8267,7865,0.333333333333333,1,0.666666666666667
经济与贸易类,山东,0,0,0,1,2,1.5,1,2,1.5,23105,26156,24630.5,21263,21201,21232,21263,24455,22859,0.75,0.25,1
工商管理类,山东,0,0,0,1,2,1.5,1,2,1.5,23105,26156,24630.5,21994,20803,21398.5,21994,24845,23419.5,1,0,1
工商管理类,山东,0,0,0,4,1,2.5,4,1,2.5,23105,26156,24630.5,15557,24020,19788.5,20613,24020,22316.5,1,0.5,1
统计学,山东,0,0,0,3,3,3,3,3,3,23105,26156,24630.5,22380,28400,25390,23478,29788,26633,0.666666666666667,0.333333333333333,1
经济统计学,山东,0,0,0,3,3,3,3,3,3,23105,26156,24630.5,21263,24845,23054,24999,27945,26472,0.833333333333333,0.5,1
电子信息类,河南,1,0,1,4,3,2,4,3,2,11449,10698.5,9948,9672,9935.5,10199,10081,10643.5,11206,0.875,1,1
自动化类,河南,1,0,1,8,5,2,8,5,2,11449,10698.5,9948,10081,9891.5,9702,10983,10967,10951,0.8125,0.875,0.9375
水产类,湖北,1,0,1,6,2,4,6,2,4,12646,12316,12481,13676,11693,12684.5,13967,15386,14676.5,1,0.333333333333333,1
数学类,湖北,1,0,1,1,2,2,1,2,2,8480,7561,7693,7595,7561,7050,7595,7561,7050,0.666666666666667,1,1
工程力学,湖北,1,0,1,2,2,2,2,2,2,8480,7561,7693,8875,7561,7050,9480,7561,7475,0.666666666666667,1,1
工商管理类,山东,1,1,1,4,2,2,4,2,3,6456,6933,7369,5995,6499,6100,6922,6933,7475,1,0.555555555555556,0.722222222222222
法学类,山东,1,1,1,2,2,4,2,2,4,6456,6933,7369,6603,6933,7263,6762,7791,7865,0.75,0.25,1
计算机类,山东,1,1,1,2,2,2,2,2,2,6456,6933,6694.5,5841,7146,6493.5,6456,7146,6801,0.75,0.75,1
数学类,山东,1,1,1,2,2,2,2,2,2,6456,6933,7369,4490,5509,6661,4984,6933,6846,0.666666666666667,0.333333333333333,0.833333333333333
经济学类,山东,1,1,1,2,3,2.5,2,3,2.5,6456,6933,6694.5,5690,5700,5695,6456,6933,6694.5,0.416666666666667,0.75,0.75
材料类,河南,1,0,1,6,2,2,7,2,2,11449,10876,9948,10740,7359,8980,12646,8013,9948,0.80952380952381,0.404761904761905,0.904761904761905
机械类,河南,1,0,1,6,4,2,6,4,2,11449,10698.5,9948,12194,11071,9948,12646,11422.5,10199,0.666666666666667,0.5,0.833333333333333
土木类,河南,1,0,1,4,2,3,4,2,3,11449,10876,11162.5,8289,11413,9851,12429,12911,12670,0.625,0.75,0.875
水利类,河南,1,0,1,16,9,2,16,9,2,11449,10698.5,9948,10313,8296.5,6280,12908,10499.5,8091,0.6875,0.65625,0.90625
化工与制药类,河南,1,0,1,4,4,2,4,4,2,11449,10876,9948,11449,7791,10442,12908,9530,11206,0.416666666666667,0.666666666666667,0.583333333333333
建筑类,河南,1,0,1,6,16,11,6,16,11,11449,10876,11162.5,9887,10573,10230,12429,20803,16616,0.708333333333333,0.614583333333333,0.90625
机械类,湖北,1,0,1,3,2,8,3,2,8,12646,12316,11981,10740,12316,8091,12646,13809,12521,0.958333333333333,0.597222222222222,0.958333333333333
制药工程,湖北,1,0,1,2,2,2,2,2,3,8480,7561,7693,9069,7561,8091,9263,7561,8291,0.833333333333333,0.666666666666667,1
应用化学,湖北,1,0,1,2,2.5,3,2,2.5,3,8480,8086.5,7693,9263,8478,7693,9263,8777,8291,0.583333333333333,1,1
生物技术,湖北,1,0,1,1,1,1,1,1,1,8480,7561,7693,8875,6722,8291,8875,6722,8291,0.666666666666667,0.666666666666667,1
金融学,湖北,1,0,1,2,2,2,2,2,2,8480,7561,7693,8875,6308,6476,8875,7359,6661,0.333333333333333,0.333333333333333,1
自动化类,山东,0,0,0,5,5,5,5,5,5,28494,22405,25449.5,23849,23187,23518,39107,24845,31976,0.3,0.9,0.7
水利类,山东,0,0,0,3,3.5,4,3,3.5,4,28494,25342.5,22191,25364,23120.5,20877,33633,28553,23473,0.75,0.625,0.833333333333333
医学技术类,河南,1,0,1,2,7,12,2,7,12,11449,10698.5,9948,9672,8259,6846,10081,9415.5,8750,0.708333333333333,0.208333333333334,0.875
预防医学,河南,1,0,1,2,2,2,2,2,2,11449,10876,11162.5,9672,9790,9731,10740,10876,10808,0.5,0.5,1
哲学,湖北,0,0,0,1,2,2,1,2,2,21263,17786,17545,23849,18111,18527,23849,19665,18527,0.666666666666667,0.666666666666667,1
金融学,湖北,0,0,0,2,2,2,2,2,2,21263,17786,17545,16975,16739,16639,22734,20060,16639,0.333333333333333,0.666666666666667,0.666666666666667
教育学类,湖北,0,0,0,2,2,2,2,2,2,21263,17786,17545,21623,19275,17874,24999,20060,17874,0.333333333333333,0.333333333333333,0.833333333333333
法语,湖北,0,0,0,2,2,2,2,2,2,21263,17786,17545,20292,15060,17874,24262,16396,18527,0.666666666666667,0.166666666666667,0.5
数学类,湖北,0,0,0,2,2,2,3,2,2.5,21263,17786,19524.5,15557,15386,15471.5,19595,17424,18509.5,0.25,0.416666666666667,1
化学类,湖北,0,0,0,5,5,2,5,5,2,21263,17786,17545,18907,15708,14820,26132,20060,17545,0.3,0.733333333333333,0.7
会计学,四川,1,0,1,15,2,8.5,15,2,8.5,4606,3902,4254,3183,2725,2954,5394,2952,4173,0.933333333333334,0.483333333333334,0.9
法学,四川,0,0,0,2,2,2,2,2,2,26910,24016,21624,20292,15386,20191,21994,20803,20521,0.666666666666667,0,1
会计学,四川,0,0,0,2,2,2,2,2,2,26910,24016,21624,26519,21201,19552,26910,23187,19552,0.333333333333333,0.166666666666667,0.833333333333333
财务管理,四川,0,0,0,2,2,2,2,2,2,26910,24016,21624,26910,21201,21256,27327,22007,22015,0.333333333333333,0,0.666666666666667
建筑学,四川,0,0,0,4,4,3,4,4,3,26910,24016,21624,26910,22405,18216,27327,29327,20191,0.833333333333333,0.388888888888889,0.75
金融学类,四川,0,0,0,6,6,6,6,6,6,26910,24016,25463,21263,21594,21428.5,24999,27067,26033,0.5,0.5,0.666666666666667
地理信息科学,云南,1,0,1,3,4,3,3,4,3,12194,12594,11490,12646,10573,10442,12908,14438,11206,1,0.777777777777778,0.888888888888889
大气科学,云南,1,0,1,2,2.5,3,2,2.5,3,12194,11842,11490,12194,11842,11490,12908,12327.5,11747,0.583333333333333,0.75,0.75
地质学,云南,1,0,1,3,3,3,3,3,3,12194,11842,11490,12429,11690,10951,13170,12330,11490,0.5,0.5,1
生物科学,云南,1,0,1,3,2.5,2,3,2.5,2,12194,11842,11490,10983,11365,11747,12194,11970.5,11747,0.333333333333333,0.416666666666667,1
统计学,云南,1,0,1,2,5,3,2,5,3,12194,12594,11490,10081,10573,8091,10313,13520,9948,0.766666666666667,0.477777777777778,0.777777777777778
材料科学与工程,云南,1,0,1,4,5,4.5,4,5,4.5,12194,12594,12394,12646,12020,12333,13170,14438,13804,0.575,0.65,0.775
电子信息类,云南,1,0,1,6,5,3,6,5,3,12194,12594,11490,10740,12911,10442,12194,14760,11206,0.533333333333333,0.644444444444445,1
信息安全,四川,0,0,0,8,5,6.5,8,5,6.5,21623,23187,22405,20613,21594,21103.5,21994,24455,23224.5,0.6875,0.6125,0.875
信息与计算科学,四川,0,0,0,6,4,5,6,4,5,21623,23187,22405,21623,22405,22014,23105,24020,23562.5,0.583333333333333,0.791666666666667,0.916666666666667
电子商务,四川,0,0,0,5,1,3,5,1,3,21623,23187,22405,18566,24455,21510.5,29730,24455,27092.5,0.3,0.8,0.3
机械类,四川,0,0,0,15,3,9,15,3,9,29730,28400,29065,24638,20423,22530.5,29730,21594,25662,0.366666666666666,0.433333333333334,0.933333333333334
水利水电工程,四川,0,0,0,15,5,10,15,5,10,29730,28400,29065,26519,23187,24853,32358,24845,28601.5,0.533333333333333,0.266666666666666,0.833333333333333
能源与动力工程,四川,0,0,0,15,12.5,10,15,12.5,10,29730,28498.5,27267,23105,21991,20877,31471,29187,26903,0.516666666666666,0.866666666666666,0.8
预防医学,四川,0,0,0,5,6,7,5,6,7,10740,10469.5,10199,11682,8981,6280,12194,10472,8750,0.657142857142857,0.714285714285715,0.757142857142857
针灸推拿学,四川,1,0,0,6,6,6,6,6,6,12194,12911,12552.5,6156,9530,7843,11449,13210,12329.5,0.916666666666667,0.0833333333333335,0.916666666666667
中医康复学,四川,1,0,0,2,10,6,2,10,6,12194,12911,12552.5,10081,12594,11337.5,10740,14111,12425.5,0.5,0.25,1
中西医临床医学,四川,1,0,0,10,10,10,10,10,10,12194,14108.5,16023,8679,8714.5,8750,10313,11968.5,13624,0.5,0.65,0.9
医学技术类,四川,1,1,1,15,10,12.5,15,10,12.5,2810,2835,2822.5,1902,2952,2427,3288,4429,3858.5,0.766666666666666,0.316666666666666,1
信息资源管理,四川,1,1,1,2,4,3,2,4,3,2810,2835,2822.5,2810,2265,2537.5,2810,3226,3018,1,0.75,1
计算机类,云南,1,0,1,15,8.5,2,15,8.5,2,12194,11842,11490,8875,9411.5,9948,11911,11176.5,10442,0.583333333333333,0.616666666666666,0.933333333333334
土木工程,云南,1,0,1,2,3,2,2,3,2,12194,12594,11490,12429,14111,11490,12429,15060,11490,0.388888888888889,0.5,0.833333333333333
冶金工程,云南,0,0,0,7,7,7,7,7,7,25742,20060,20191,16653,20060,16332,28911,22780,21256,0.571428571428571,0.809523809523809,0.666666666666667
电子信息类,四川,0,0,0,20,15,10,20,15,10,29730,28498.5,27267,25742,24808,23874,30568,29488,28408,0.425,0.725,0.8
食品科学与工程,四川,0,0,0,10,10,10,10,10,10,29730,28498.5,27267,21623,23482.5,25342,29337,28872.5,28408,0.55,0.5,0.95
中医学,四川,1,0,0,7,6,6.5,15,6,10.5,12194,12911,12552.5,6603,9267,7935,9672,12020,10846,0.7,0.3,0.883333333333333
康复治疗学,四川,1,0,0,6,10,10,6,10,10,12194,12911,16023,14783,9790,9948,16653,14438,20877,0.577777777777778,0.355555555555556,0.844444444444444
中医儿科学,四川,1,0,0,2,10,6,2,10,6,12194,12911,12552.5,8480,8532,8506,9672,12020,10846,0.45,0.5,0.95
中药学,四川,1,0,0,10,10,10,10,10,10,12194,12911,16023,12194,12020,12803,14271,15060,19552,0.633333333333333,0.533333333333333,0.866666666666667
中药资源与开发,四川,1,0,0,8,8,8,8,8,8,12194,12911,16023,14271,9267,17223,15557,15708,21624,0.625,0.458333333333333,0.875
药学,四川,1,1,1,14,13.5,13,14,13.5,13,2810,2784.5,2759,1221,1549,1877,3633,3585,3537,0.67032967032967,0.370879120879121,0.964285714285715
卫生检验与检疫,四川,1,1,1,3,15.5,28,3,15.5,28,2810,2784.5,2759,3859,2816.5,1774,3981,3256,2531,0.946428571428572,0.541666666666667,0.964285714285715
公共管理类,四川,1,1,1,6,6,6,6,6,6,2810,2835,2822.5,2545,1513,2029,3183,2365,2774,0.833333333333333,0.416666666666667,0.916666666666667
制药工程,云南,0,0,0,8,8,8,8,8,8,25742,20060,20191,20292,19665,15423,29730,27501,21624,0.458333333333333,0.666666666666667,1
麻醉学,云南,0,0,0,1,3,2,1,3,2,11216,10179,10697.5,11449,9034,10241.5,11449,10046,10747.5,1,0.5,1
导航工程,四川,0,0,0,1,8,1,1,8,1,24818.5,18111,16025.5,20292,2606,13368,20292,20060,13368,0.958333333333333,0.333333333333333,1
飞行器适航技术,四川,0,0,0,1,1,1,1,1,1,24818.5,18111,16025.5,29337,22780,17874,29337,22780,17874,0.666666666666667,1,0.666666666666667
交通工程,四川,0,0,0,1,1,1,5,1,1,24818.5,18111,16025.5,22734,13809,11981,35359,13809,11981,0.866666666666667,0.533333333333333,0.933333333333333
制药工程,四川,1,0,0,8,8,8,8,8,8,12194,12911,16023,14783,12316,16639,16369,22007,22367,0.625,0.375,0.916666666666667
药学,四川,1,0,0,8,8,8,8,8,8,12194,12911,16023,12194,12316,5916,14506,15060,20877,0.666666666666667,0.166666666666667,0.958333333333333
药物制剂,四川,1,0,0,8,8,8,8,8,8,12194,12911,16023,14783,14438,11981,16100,25708,23473,0.666666666666667,0.333333333333333,0.875
临床医学,四川,1,0,0,8,8,8,13,8,10.5,12194,12911,12552.5,7428,10046,8737,11682,12020,11851,0.923076923076923,0.495192307692307,0.9375
医学检验技术,四川,1,0,0,8,8,8,8,8,8,12194,12911,12552.5,11682,10312,10997,13170,14111,13640.5,0.625,0.4375,0.9375
预防医学,四川,1,0,0,8,9,10,8,9,10,12194,14108.5,16023,11449,9657,7865,14271,16724,19177,0.7125,0.45,1
旅游管理类,四川,1,1,1,2,2.5,3,2,2.5,3,2810,2784.5,2759,3521,3386.5,3252,3859,3631.5,3404,1,0.5,1
生物医学工程,四川,1,1,1,6,8.5,11,6,8.5,11,2810,2784.5,2759,2363,1294,225,3402,2105,808,0.916666666666667,0.348484848484849,0.916666666666667
金融学类,四川,1,1,1,10,7,8.5,10,7,8.5,2810,2835,2822.5,1978,2490,2234,2545,2952,2748.5,0.857142857142857,0.221428571428571,0.928571428571428
日语,四川,1,1,1,3,4,11,3,4,12,2810,2835,2759,3183,1587,1625,3859,2265,2417,0.611111111111111,0.333333333333333,0.944444444444444
化学生物学,四川,1,0,1,15,15,15,15,15,15,20613,20060,17874,17640,13809,13368,21623,21594,18216,0.422222222222222,0.555555555555556,0.911111111111111
信息与计算科学,四川,1,0,1,15,15,10,15,15,10,20613,20060,17874,14271,14438,14222,19945,18497,18869,0.666666666666667,0.677777777777778,0.833333333333333
应用化学,四川,1,0,1,12,12,10,12,12,10,20613,20060,17874,12429,16053,15719,22380,27067,19552,0.522222222222222,0.527777777777778,0.888888888888889
生物工程,四川,1,0,1,15,15,15,15,15,15,20613,20060,17874,16653,14760,13088,24262,36536,19177,0.622222222222222,0.577777777777778,0.866666666666666
生物科学,四川,1,0,1,15,15,12,15,15,12,20613,20060,17874,13394,15060,14820,22734,24845,19177,0.522222222222222,0.35,0.816666666666667
医学影像学,四川,0,0,0,20,20,20,20,20,20,15054,16396,15725,12646,11413,12029.5,16653,18895,17774,0.625,0.275,0.95
口腔医学,四川,0,0,0,20,10,15,20,10,15,15054,16396,15725,9887,10876,10381.5,13967,15060,14513.5,0.575,0.4,0.85
麻醉学,四川,0,0,0,20,20,20,20,20,20,15054,16396,15725,11682,15386,13534,16975,20060,18517.5,0.55,0.5,0.825
临床医学,四川,0,0,0,50,50,50,75,76,75.5,15054,16396,15725,11202,9790,10496,16975,19275,18125,0.675526315789474,0.549649122807017,0.84780701754386
经济学,四川,0,0,0,2,2,2,2,2,2,15431,15708,12803,13394,12594,8091,13967,13210,12521,0.5,0.166666666666667,1
金融工程,四川,0,0,0,4,2,3,4,2,3,15431,15708,12803,16653,18895,13088,17640,20060,13368,0.222222222222222,0.444444444444444,0.777777777777778
生物科学类,四川,1,1,1,14,3,8.5,14,3,8.5,2810,2835,2822.5,1767,3497,2632,3402,3902,3652,0.630952380952381,0.107142857142857,0.964285714285715
中国语言文学类,四川,1,1,1,2,2,2,2,2,2,2810,2784.5,2759,2054,2598.5,3143,2451,2994,3537,1,0.25,1
法语,四川,1,1,1,2,6,4,2,6,4,2810,2835,2822.5,2810,349,1579.5,2907,575,1741,0.916666666666667,0.25,0.916666666666667
西班牙语,四川,1,1,1,2,6,2,2,6,2,2810,2835,2759,1902,2952,2196,2545,3337,3252,0.777777777777778,0.5,1
